market_id,asset,duration_minutes,second_entered,entry_price,direction,second_exited,exit_price,actual_result,pnl,outcome,hour
0x2195502c81df74a1ba1114458b9115cc04a2bb8d47372a9dfe44b3ba562526d9,eth,5,1,0.45,Down,300,0.0,Up,-0.45,loss,0
0x63ea28131cc7170c59f5bd8a3e38e38d49fa81a361e4f2926f870fb912b9e6ef,xrp,5,2,0.45,Down,300,0.0,Up,-0.45,loss,0
0xc54b84803f582ccaa025c4857a669aedee85277d8444353e0b80f5ec86969487,sol,5,1,0.45,Down,300,0.0,Up,-0.45,loss,0
0xe272da5cd6c35b6bede9d38812cb77b95ee93a576ae2c13158eb53de541d9eff,btc,5,3,0.45,Down,300,0.0,Up,-0.45,loss,0
0x0b8b4277c3c3db89a617aa47c46db4786928c4fc64e1c51087d9c9d6b052611a,btc,5,1,0.42,Down,300,0.0,Up,-0.42,loss,1
0x1affe31d067c92005e73cd67d6b19edbcf195f5086c7846464f7ec1099fb9e9f,eth,5,4,0.45,Down,300,0.0,Up,-0.45,loss,1
0x45c9536153c207083a105fbdb65fcc0eea6ecb63ffe393e6968760c67ea07d0e,xrp,15,6,0.45,Up,900,1.0,Up,0.539,win,1
0xbf7c7b9da85bb09fa95a9b9f3dac4c894e1cfc0c0dc26d3c4e16bc02bb7c4596,eth,5,29,0.45,Up,300,1.0,Up,0.539,win,1
0xa1d2ed1a8c1f5f5233e72ed5d154a2239fd58319b54167b183ae8484a915a862,xrp,5,5,0.45,Down,300,1.0,Down,0.539,win,1
0xdb83eecbefd3e6134b82aed4ed3541d7737eb7b6d4ef4961f032a49c18331a31,sol,5,20,0.45,Down,300,1.0,Down,0.539,win,1
0xac9df2d2f920599981b1c45a43b1c94191b3f90a2d7f4360a9a7edff70be54b7,sol,5,2,0.45,Down,300,0.0,Up,-0.45,loss,1
0x61add7aa9a818c0ffb0b1fe701acf598dc5fd1e5666c5b0cb79c07c11b1f49d0,xrp,5,5,0.4,Down,300,0.0,Up,-0.4,loss,1
0x3a4b2326ae57aa54932d91563d3aa4da7e2b0c0f763e7ad99a7c925c885d8cc3,eth,5,5,0.45,Down,300,0.0,Up,-0.45,loss,1
0x69ad7b68d5dbb1997264d31bf2229517abc97338741f2f5675c8aad4ffead791,xrp,5,21,0.37,Down,300,0.0,Up,-0.37,loss,1
0x2bd48a37d2e994d37b44330ebe7ac9dc60a5f40f591d7cc616aef94a5103e3f6,eth,5,5,0.45,Down,300,1.0,Down,0.539,win,1
